dataset,ioc_name,family,ioc_latin,method,confidence,matched_name,value,note
AVONET,Sabah Partridge,Pheasants & Allies,Tropicoperdix graydoni,genus-synonym,medium,Arborophila graydoni,269.2g/160.4mm/Forest/Omnivore/sedentary,
AVONET,Tschudi's Nightjar,Nightjars,Quechuavis decussata,genus-synonym,medium,Systellura decussata,45.6g/133.2mm/Shrubland/Invertivore/sedentary,corroborated by IUCN
AVONET,Cinnamon-sided Hummingbird,Hummingbirds,Ramosomyia wagneri,genus-synonym,medium,Amazilia wagneri,6.3g/57.1mm/Woodland/Nectarivore/sedentary,corroborated by IUCN
AVONET,Copper-tailed Hummingbird,Hummingbirds,Saucerottia cupreicauda,genus-synonym,medium,Amazilia cupreicauda,3.7g/49.2mm/Forest/Nectarivore/sedentary,
AVONET,Ruspoli's Turaco,Turacos,Menelikornis ruspolii,genus-synonym,medium,Tauraco ruspolii,263.0g/182.0mm/Woodland/Frugivore/sedentary,corroborated by IUCN
AVONET,White-throated Ground Dove,"Pigeons, Doves",Pampusana xanthonura,genus-synonym,medium,Gallicolumba xanthonura,110.6g/139.2mm/Forest/Frugivore/sedentary,
AVONET,Rufous-faced Crake,"Rails, Crakes & Coots",Rufirallus xenopterus,genus-synonym,medium,Laterallus xenopterus,56.9g/69.5mm/Grassland/Aquatic predator/sedentary,
AVONET,Red-and-white Crake,"Rails, Crakes & Coots",Rufirallus leucopyrrhus,genus-synonym,medium,Laterallus leucopyrrhus,45.5g/78.6mm/Wetland/Aquatic predator/sedentary,corroborated by IUCN
AVONET,Double-striped Thick-knee,"Stone-curlews, Thick-knees",Hesperoburhinus bistriatus,genus-synonym,medium,Burhinus bistriatus,787.0g/241.8mm/Grassland/Invertivore/sedentary,corroborated by IUCN
AVONET,Three-banded Plover,Plovers,Thinornis tricollaris,genus-synonym,medium,Charadrius tricollaris,31.2g/109.0mm/Wetland/Aquatic predator/sedentary,corroborated by IUCN
AVONET,Long-billed Plover,Plovers,Thinornis placidus,genus-synonym,medium,Charadrius placidus,62.7g/137.8mm/Riverine/Aquatic predator/migratory,corroborated by IUCN
AVONET,Oriental Plover,Plovers,Anarhynchus veredus,genus-synonym,medium,Charadrius veredus,95.0g/158.6mm/Wetland/Omnivore/migratory,
AVONET,Siberian Sand Plover,Plovers,Anarhynchus mongolus,genus-synonym,medium,Charadrius mongolus,64.0g/128.8mm/Wetland/Aquatic predator/migratory,
AVONET,Wilson's Plover,Plovers,Anarhynchus wilsonia,genus-synonym,medium,Charadrius wilsonia,55.1g/117.4mm/Coastal/Aquatic predator/partial,
AVONET,Two-banded Plover,Plovers,Anarhynchus falklandicus,genus-synonym,medium,Charadrius falklandicus,65.0g/126.0mm/Wetland/Aquatic predator/migratory,
AVONET,Kittlitz's Plover,Plovers,Anarhynchus pecuarius,genus-synonym,medium,Charadrius pecuarius,34.0g/102.2mm/Wetland/Aquatic predator/sedentary,
AVONET,St. Helena Plover,Plovers,Anarhynchus sanctaehelenae,genus-synonym,medium,Charadrius sanctaehelenae,48.7g/111.4mm/Grassland/Invertivore/sedentary,
AVONET,Snowy Plover,Plovers,Anarhynchus nivosus,genus-synonym,medium,Charadrius nivosus,42.3g/102.5mm/Coastal/Aquatic predator/partial,
AVONET,Kentish Plover,Plovers,Anarhynchus alexandrinus,genus-synonym,medium,Charadrius alexandrinus,42.3g/106.2mm/Coastal/Aquatic predator/partial,corroborated by IUCN
AVONET,White-faced Plover,Plovers,Anarhynchus dealbatus,genus-synonym,medium,Charadrius dealbatus,42.3g/107.7mm/Coastal/Aquatic predator/partial,
AVONET,Chestnut-flanked Sparrowhawk,"Kites, Hawks, Eagles",Aerospiza castanilius,genus-synonym,medium,Accipiter castanilius,157.5g/163.5mm/Forest/Vertivore/partial,corroborated by IUCN
AVONET,African Goshawk,"Kites, Hawks, Eagles",Aerospiza tachiro,genus-synonym,medium,Accipiter tachiro,290.2g/217.4mm/Forest/Vertivore/sedentary,corroborated by IUCN
AVONET,Rufous-necked Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza erythrauchen,genus-synonym,medium,Accipiter erythrauchen,156.0g/191.2mm/Forest/Vertivore/sedentary,corroborated by IUCN
AVONET,Vinous-breasted Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza rhodogaster,genus-synonym,medium,Accipiter rhodogaster,172.7g/172.6mm/Forest/Vertivore/sedentary,corroborated by IUCN
AVONET,Chinese Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza soloensis,genus-synonym,medium,Accipiter soloensis,164.8g/187.8mm/Forest/Vertivore/migratory,corroborated by IUCN
AVONET,Frances's Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza francesiae,genus-synonym,medium,Accipiter francesiae,136.8g/155.8mm/Forest/Invertivore/sedentary,corroborated by IUCN
AVONET,Variable Goshawk,"Kites, Hawks, Eagles",Tachyspiza hiogaster,genus-synonym,medium,Accipiter hiogaster,326.1g/197.2mm/Forest/Vertivore/sedentary,corroborated by IUCN
AVONET,Imitator Goshawk,"Kites, Hawks, Eagles",Tachyspiza imitator,genus-synonym,medium,Accipiter imitator,222.5g/200.0mm/Forest/Vertivore/sedentary,corroborated by IUCN
AVONET,Cooper's Hawk,"Kites, Hawks, Eagles",Astur cooperii,genus-synonym,medium,Accipiter cooperii,429.7g/241.2mm/Woodland/Vertivore/migratory,corroborated by IUCN
AVONET,Gundlach's Hawk,"Kites, Hawks, Eagles",Astur gundlachi,genus-synonym,medium,Accipiter gundlachi,675.0g/228.0mm/Forest/Vertivore/sedentary,corroborated by IUCN
AVONET,Eurasian Goshawk,"Kites, Hawks, Eagles",Astur gentilis,genus-synonym,medium,Accipiter gentilis,866.0g/337.6mm/Forest/Vertivore/partial,corroborated by IUCN
AVONET,Meyer's Goshawk,"Kites, Hawks, Eagles",Astur meyerianus,genus-synonym,medium,Accipiter meyerianus,763.5g/309.5mm/Forest/Vertivore/sedentary,corroborated by IUCN
AVONET,Henst's Goshawk,"Kites, Hawks, Eagles",Astur henstii,genus-synonym,medium,Accipiter henstii,1050.0g/290.5mm/Forest/Vertivore/sedentary,corroborated by IUCN
AVONET,African Fish Eagle,"Kites, Hawks, Eagles",Icthyophaga vocifer,genus-synonym,medium,Haliaeetus vocifer,3400.0g/548.2mm/Wetland/Aquatic predator/sedentary,corroborated by IUCN
AVONET,Madagascar Fish Eagle,"Kites, Hawks, Eagles",Icthyophaga vociferoides,genus-synonym,medium,Haliaeetus vociferoides,3000.0g/487.2mm/Woodland/Aquatic predator/sedentary,corroborated by IUCN
AVONET,Makira Owl,Owls,Athene roseoaxillaris,genus-synonym,medium,Ninox roseoaxillaris,200.8g/148.2mm/Forest/Invertivore/sedentary,corroborated by IUCN
AVONET,Blue-fronted Fig Parrot,Old World Parrots,Nannopsittacus gulielmitertii,genus-synonym,medium,Cyclopsitta gulielmitertii,31.0g/90.0mm/Forest/Granivore/sedentary,corroborated by IUCN
AVONET,Dusky-cheeked Fig Parrot,Old World Parrots,Nannopsittacus melanogenia,genus-synonym,medium,Cyclopsitta melanogenia,31.0g/77.0mm/Forest/Granivore/sedentary,corroborated by IUCN
AVONET,Slaty-winged Foliage-gleaner,Ovenbirds,Neophilydor fuscipenne,genus-synonym,medium,Philydor fuscipenne,26.4g/86.7mm/Forest/Invertivore/sedentary,corroborated by IUCN
AVONET,Rufous-rumped Foliage-gleaner,Ovenbirds,Neophilydor erythrocercum,genus-synonym,medium,Philydor erythrocercum,25.3g/86.7mm/Forest/Invertivore/sedentary,corroborated by IUCN
AVONET,Caatinga Antwren,Antbirds,Radinopsyche sellowi,genus-synonym,medium,Herpsilochmus sellowi,7.5g/48.0mm/Woodland/Invertivore/sedentary,
AVONET,Sao Paulo Bristle Tyrant,"Tyrant Flycatchers, Calyptura",Pogonotriccus paulista,genus-synonym,medium,Phylloscartes paulista,7.5g/49.1mm/Forest/Invertivore/sedentary,corroborated by IUCN
AVONET,Western Jackdaw,"Crows, Jays",Coloeus monedula,genus-synonym,medium,Corvus monedula,246.0g/231.1mm/Human Modified/Omnivore/partial,corroborated by IUCN
AVONET,Daurian Jackdaw,"Crows, Jays",Coloeus dauuricus,genus-synonym,medium,Corvus dauuricus,208.0g/232.3mm/Grassland/Omnivore/partial,corroborated by IUCN
AVONET,Wilson's Bird-of-paradise,Birds-of-paradise,Diphyllodes respublica,genus-synonym,medium,Cicinnurus respublica,58.4g/95.6mm/Forest/Omnivore/sedentary,corroborated by IUCN
AVONET,Gillett's Lark,Larks,Calendulauda gilletti,genus-synonym,medium,Mirafra gilletti,22.4g/84.6mm/Shrubland/Omnivore/sedentary,
AVONET,Bengal Bush Lark,Larks,Plocealauda assamica,genus-synonym,medium,Mirafra assamica,26.2g/79.8mm/Grassland/Omnivore/sedentary,
AVONET,Flappet Lark,Larks,Amirafra rufocinnamomea,genus-synonym,medium,Mirafra rufocinnamomea,26.3g/78.2mm/Woodland/Invertivore/sedentary,
AVONET,Cape Clapper Lark,Larks,Corypha apiata,genus-synonym,medium,Mirafra apiata,26.9g/80.2mm/Grassland/Invertivore/sedentary,
AVONET,Red-winged Lark,Larks,Corypha hypermetra,genus-synonym,medium,Mirafra hypermetra,61.4g/112.4mm/Grassland/Invertivore/sedentary,corroborated by IUCN
AVONET,Blue-wattled Bulbul,Bulbuls,Microtarsus nieuwenhuisii,genus-synonym,medium,Pycnonotus nieuwenhuisii,25.5g/84.7mm/Forest/Frugivore/partial,
AVONET,Larwo Shama,"Chats, Old World Flycatchers",Copsychus omissus,genus-synonym,medium,Cyornis omissus,18.0g/73.6mm/Forest/Invertivore/sedentary,corroborated by IUCN
AVONET,Blue-fronted Blue Flycatcher,"Chats, Old World Flycatchers",Eumyias hoevelli,genus-synonym,medium,Cyornis hoevelli,20.5g/86.4mm/Forest/Invertivore/sedentary,corroborated by IUCN
AVONET,Bornean Forktail,"Chats, Old World Flycatchers",Enicurus borneensis,genus-synonym,medium,Myophonus borneensis,89.7g/143.8mm/Forest/Omnivore/sedentary,corroborated by IUCN
AVONET,Legge's Flowerpecker,Flowerpeckers,Pachyglossa vincens,genus-synonym,medium,Dicaeum vincens,8.5g/55.5mm/Forest/Frugivore/sedentary,corroborated by IUCN
AVONET,Lanai Hookbill,"Finches, Euphonias",Dysmorodrepanis munroi,genus-synonym,medium,Hemignathus munroi,28.0g/73.4mm/Forest/Invertivore/sedentary,
AVONET,Black-cheeked Ant Tanager,Cardinals & Allies,Driophlox atrimaxillaris,genus-synonym,medium,Habia atrimaxillaris,48.9g/93.5mm/Forest/Invertivore/sedentary,corroborated by IUCN
AVONET,Samoan Woodhen,"Rails, Crakes & Coots",Gallinula pacifica,crosswalk (1BL to 1eBird),low,Pareudiastes pacificus,450.0g/122.0mm/None/None/None,
AVONET,North Island Takahe,"Rails, Crakes & Coots",Porphyrio mantelli,crosswalk (Many BL to 1BT),low,Porphyrio hochstetteri,2462.2g/232.5mm/Grassland/Omnivore/sedentary,
AVONET,North Island Snipe,"Sandpipers, Snipes",Coenocorypha barrierensis,crosswalk (Many BL to 1BT),low,Coenocorypha aucklandica,108.2g/99.8mm/Grassland/Invertivore/sedentary,
AVONET,South Island Snipe,"Sandpipers, Snipes",Coenocorypha iredalei,crosswalk (Many BL to 1BT),low,Coenocorypha aucklandica,108.2g/99.8mm/Grassland/Invertivore/sedentary,
AVONET,Nuku Hiva Monarch,Monarchs,Pomarea nukuhivae,crosswalk (Many BL to 1BT),low,Pomarea mendozae,29.6g/90.2mm/Forest/Invertivore/sedentary,
AVONET,Eiao Monarch,Monarchs,Pomarea fluxa,crosswalk (Many BL to 1BT),low,Pomarea iphis,23.9g/89.8mm/Forest/Invertivore/sedentary,
AVONET,Aguiguan Reed Warbler,Reed Warblers & Allies,Acrocephalus nijoi,crosswalk (Many BL to 1BT),low,Acrocephalus luscinius,30.6g/85.7mm/Wetland/Invertivore/sedentary,
AVONET,Pagan Reed Warbler,Reed Warblers & Allies,Acrocephalus yamashinae,crosswalk (Many BL to 1BT),low,Acrocephalus luscinius,30.6g/85.7mm/Wetland/Invertivore/sedentary,
AVONET,Mangareva Reed Warbler,Reed Warblers & Allies,Acrocephalus astrolabii,crosswalk (Many BL to 1BT),low,Acrocephalus luscinius,30.6g/85.7mm/Wetland/Invertivore/sedentary,
AVONET,Garrett's Reed Warbler,Reed Warblers & Allies,Acrocephalus musae,crosswalk (Many BL to 1BT),low,Acrocephalus caffer,43.8g/93.2mm/Forest/Invertivore/sedentary,
AVONET,Chatham Islands Fernbird,Grassbirds & Allies,Poodytes rufescens,crosswalk (Many BL to 1BT),low,Bowdleria punctata,25.2g/66.4mm/Shrubland/Invertivore/sedentary,
AVONET,Marianne White-eye,White-eyes,Zosterops semiflavus,crosswalk (Many BL to 1BT),low,Zosterops maderaspatanus,8.9g/54.3mm/Forest/Invertivore/sedentary,
AVONET,Laysan Honeycreeper,"Finches, Euphonias",Himatione fraithii,crosswalk (Many BL to 1BT),low,Himatione sanguinea,15.2g/71.7mm/Forest/Nectarivore/sedentary,
AVONET,Oahu Akepa,"Finches, Euphonias",Loxops wolstenholmei,crosswalk (Many BL to 1BT),low,Loxops coccineus,10.5g/61.8mm/Forest/Invertivore/sedentary,
AVONET,Great Spotted Kiwi,Kiwis,Apteryx maxima,missing,missing,,,
AVONET,Mauritius Sheldgoose,"Ducks, Geese, Swans",Alopochen mauritiana,missing,missing,,,
AVONET,Reunion Sheldgoose,"Ducks, Geese, Swans",Alopochen kervazoi,missing,missing,,,
AVONET,Amsterdam Wigeon,"Ducks, Geese, Swans",Mareca marecula,missing,missing,,,
AVONET,Mascarene Teal,"Ducks, Geese, Swans",Anas theodori,missing,missing,,,
AVONET,Labrador Duck,"Ducks, Geese, Swans",Camptorhynchus labradorius,missing,missing,,,
AVONET,New Zealand Merganser,"Ducks, Geese, Swans",Mergus australis,missing,missing,,,
AVONET,Red Grouse,Pheasants & Allies,Lagopus scotica,missing,missing,,,
AVONET,New Zealand Quail,Pheasants & Allies,Coturnix novaezelandiae,missing,missing,,,
AVONET,Roraiman Nightjar,Nightjars,Tepuiornis whitelyi,missing,missing,,,
AVONET,Long-trained Nightjar,Nightjars,Hydropsalis forcipata,missing,missing,,,
AVONET,Spot-tailed Nightjar,Nightjars,Antiurus maculicaudus,missing,missing,,,
AVONET,Timor Nightjar,Nightjars,Caprimulgus ritae,missing,missing,,,
AVONET,Chirruping Nightjar,Nightjars,Caprimulgus griseatus,missing,missing,,,
AVONET,Karimui Owlet-nightjar,Owlet-nightjars,Aegotheles terborghi,missing,missing,,,
AVONET,Peruvian Racket-tail,Hummingbirds,Ocreatus peruanus,missing,missing,,,
AVONET,Rufous-booted Racket-tail,Hummingbirds,Ocreatus addae,missing,missing,,,
AVONET,Brazilian Ruby,Hummingbirds,Heliodoxa rubricauda,missing,missing,,,
AVONET,Northern Giant Hummingbird,Hummingbirds,Patagona peruviana,missing,missing,,,
AVONET,Brace's Emerald,Hummingbirds,Riccordia bracei,missing,missing,,,
AVONET,Wedge-tailed Sabrewing,Hummingbirds,Pampa pampa,missing,missing,,,
AVONET,Violet-crowned Hummingbird,Hummingbirds,Ramosomyia violiceps,missing,missing,,,
AVONET,Green-fronted Hummingbird,Hummingbirds,Ramosomyia viridifrons,missing,missing,,,
AVONET,Mangrove Hummingbird,Hummingbirds,Chrysuronia boucardi,missing,missing,,,
AVONET,Bare-faced Go-away-bird,Turacos,Crinifer personatus,missing,missing,,,
AVONET,Grey Go-away-bird,Turacos,Crinifer concolor,missing,missing,,,
AVONET,White-bellied Go-away-bird,Turacos,Crinifer leucogaster,missing,missing,,,
AVONET,White-cheeked Turaco,Turacos,Menelikornis leucotis,missing,missing,,,
AVONET,Violet Turaco,Turacos,Tauraco violaceus,missing,missing,,,
AVONET,Ross's Turaco,Turacos,Tauraco rossae,missing,missing,,,
AVONET,Burchell's Coucal,Cuckoos,Centropus burchellii,missing,missing,,,
AVONET,Snail-eating Coua,Cuckoos,Coua delalandei,missing,missing,,,
AVONET,Sulawesi Brush Cuckoo,Cuckoos,Cacomantis virescens,missing,missing,,,
AVONET,Manus Brush Cuckoo,Cuckoos,Cacomantis blandus,missing,missing,,,
AVONET,Solomons Brush Cuckoo,Cuckoos,Cacomantis addendus,missing,missing,,,
AVONET,St. Helena Cuckoo,Cuckoos,Nannococcyx psix,missing,missing,,,
AVONET,Bonin Wood Pigeon,"Pigeons, Doves",Columba versicolor,missing,missing,,,
AVONET,Ryukyu Wood Pigeon,"Pigeons, Doves",Columba jouyi,missing,missing,,,
AVONET,Passenger Pigeon,"Pigeons, Doves",Ectopistes migratorius,missing,missing,,,
AVONET,Rodrigues Pigeon,"Pigeons, Doves",Nesoenas rodericanus,missing,missing,,,
AVONET,Spotted Green Pigeon,"Pigeons, Doves",Caloenas maculata,missing,missing,,,
AVONET,Wetar Ground Dove,"Pigeons, Doves",Pampusana hoedtii,missing,missing,,,
AVONET,White-breasted Ground Dove,"Pigeons, Doves",Pampusana jobiensis,missing,missing,,,
AVONET,White-fronted Ground Dove,"Pigeons, Doves",Pampusana kubaryi,missing,missing,,,
AVONET,Polynesian Ground Dove,"Pigeons, Doves",Pampusana erythroptera,missing,missing,,,
AVONET,Norfolk Ground Dove,"Pigeons, Doves",Pampusana norfolkensis,missing,missing,,,
AVONET,Shy Ground Dove,"Pigeons, Doves",Pampusana stairi,missing,missing,,,
AVONET,Santa Cruz Ground Dove,"Pigeons, Doves",Pampusana sanctaecrucis,missing,missing,,,
AVONET,Tanna Ground Dove,"Pigeons, Doves",Pampusana ferruginea,missing,missing,,,
AVONET,Thick-billed Ground Dove,"Pigeons, Doves",Pampusana salamonis,missing,missing,,,
AVONET,Marquesan Ground Dove,"Pigeons, Doves",Pampusana rubescens,missing,missing,,,
AVONET,Bronze Ground Dove,"Pigeons, Doves",Pampusana beccarii,missing,missing,,,
AVONET,Palau Ground Dove,"Pigeons, Doves",Pampusana canifrons,missing,missing,,,
AVONET,Choiseul Pigeon,"Pigeons, Doves",Microgoura meeki,missing,missing,,,
AVONET,Dodo,"Pigeons, Doves",Raphus cucullatus,missing,missing,,,
AVONET,Rodrigues Solitaire,"Pigeons, Doves",Pezophaps solitaria,missing,missing,,,
AVONET,Oberholser's Fruit Dove,"Pigeons, Doves",Ramphiculus gularis,missing,missing,,,
AVONET,Red-moustached Fruit Dove,"Pigeons, Doves",Ptilinopus mercierii,missing,missing,,,
AVONET,Cloven-feathered Dove,"Pigeons, Doves",Ptilinopus holosericea,missing,missing,,,
AVONET,Mauritius Blue Pigeon,"Pigeons, Doves",Alectroenas nitidissimus,missing,missing,,,
AVONET,Zapata Rail,"Rails, Crakes & Coots",Mustelirallus cerverai,missing,missing,,,
AVONET,Ecuadorian Rail,"Rails, Crakes & Coots",Rallus aequatorialis,missing,missing,,,
AVONET,Reunion Rail,"Rails, Crakes & Coots",Dryolimnas augusti,missing,missing,,,
AVONET,Hawkins's Rail,"Rails, Crakes & Coots",Diaphorapteryx hawkinsi,missing,missing,,,
AVONET,New Caledonian Rail,"Rails, Crakes & Coots",Gallirallus lafresnayanus,missing,missing,,,
AVONET,Chatham Islands Rail,"Rails, Crakes & Coots",Gallirallus modestus,missing,missing,,,
AVONET,Bar-winged Rail,"Rails, Crakes & Coots",Gallirallus poecilopterus,missing,missing,,,
AVONET,Dieffenbach's Rail,"Rails, Crakes & Coots",Gallirallus dieffenbachii,missing,missing,,,
AVONET,Tahiti Rail,"Rails, Crakes & Coots",Gallirallus pacificus,missing,missing,,,
AVONET,Wake Island Rail,"Rails, Crakes & Coots",Gallirallus wakensis,missing,missing,,,
AVONET,Mascarene Coot,"Rails, Crakes & Coots",Fulica newtonii,missing,missing,,,
AVONET,White Swamphen,"Rails, Crakes & Coots",Porphyrio albus,missing,missing,,,
AVONET,Marquesan Swamphen,"Rails, Crakes & Coots",Porphyrio paepae,missing,missing,,,
AVONET,Black-banded Crake,"Rails, Crakes & Coots",Rufirallus fasciatus,missing,missing,,,
AVONET,Ocellated Crake,"Rails, Crakes & Coots",Rufirallus schomburgkii,missing,missing,,,
AVONET,Speckled Rail,"Rails, Crakes & Coots",Laterallus notatus,missing,missing,,,
AVONET,Dot-winged Crake,"Rails, Crakes & Coots",Laterallus spiloptera,missing,missing,,,
AVONET,Ascension Crake,"Rails, Crakes & Coots",Mundia elpenor,missing,missing,,,
AVONET,St. Helena Rail,"Rails, Crakes & Coots",Aphanocrex podarces,missing,missing,,,
AVONET,St. Helena Crake,"Rails, Crakes & Coots",Zapornia astrictocarpus,missing,missing,,,
AVONET,Kosrae Crake,"Rails, Crakes & Coots",Zapornia monasa,missing,missing,,,
AVONET,Tahiti Crake,"Rails, Crakes & Coots",Zapornia nigra,missing,missing,,,
AVONET,Hawaiian Rail,"Rails, Crakes & Coots",Zapornia sandwichensis,missing,missing,,,
AVONET,Laysan Rail,"Rails, Crakes & Coots",Zapornia palmeri,missing,missing,,,
AVONET,Red Rail,"Rails, Crakes & Coots",Aphanapteryx bonasia,missing,missing,,,
AVONET,Rodrigues Rail,"Rails, Crakes & Coots",Erythromachus leguati,missing,missing,,,
AVONET,Wattled Crane,Cranes,Grus carunculata,missing,missing,,,
AVONET,Alaotra Grebe,Grebes,Tachybaptus rufolavatus,missing,missing,,,
AVONET,Atitlan Grebe,Grebes,Podilymbus gigas,missing,missing,,,
AVONET,Colombian Grebe,Grebes,Podiceps andinus,missing,missing,,,
AVONET,Peruvian Thick-knee,"Stone-curlews, Thick-knees",Hesperoburhinus superciliaris,missing,missing,,,
AVONET,Canary Islands Oystercatcher,Oystercatchers,Haematopus meadewaldoi,missing,missing,,,
AVONET,White-backed Stilt,"Stilts, Avocets",Himantopus melanurus,missing,missing,,,
AVONET,Rufous-chested Dotterel,Plovers,Zonibyx modestus,missing,missing,,,
AVONET,Forbes's Plover,Plovers,Thinornis forbesi,missing,missing,,,
AVONET,Black-fronted Dotterel,Plovers,Thinornis melanops,missing,missing,,,
AVONET,Little Ringed Plover,Plovers,Thinornis dubius,missing,missing,,,
AVONET,Caspian Plover,Plovers,Anarhynchus asiaticus,missing,missing,,,
AVONET,Tibetan Sand Plover,Plovers,Anarhynchus atrifrons,missing,missing,,,
AVONET,Greater Sand Plover,Plovers,Anarhynchus leschenaultii,missing,missing,,,
AVONET,Double-banded Plover,Plovers,Anarhynchus bicinctus,missing,missing,,,
AVONET,New Zealand Plover,Plovers,Anarhynchus obscurus,missing,missing,,,
AVONET,Collared Plover,Plovers,Anarhynchus collaris,missing,missing,,,
AVONET,Mountain Plover,Plovers,Anarhynchus montanus,missing,missing,,,
AVONET,Puna Plover,Plovers,Anarhynchus alticola,missing,missing,,,
AVONET,Madagascar Plover,Plovers,Anarhynchus thoracicus,missing,missing,,,
AVONET,Red-capped Plover,Plovers,Anarhynchus ruficapillus,missing,missing,,,
AVONET,Chestnut-banded Plover,Plovers,Anarhynchus pallidus,missing,missing,,,
AVONET,Malaysian Plover,Plovers,Anarhynchus peronii,missing,missing,,,
AVONET,White-fronted Plover,Plovers,Anarhynchus marginatus,missing,missing,,,
AVONET,Javan Plover,Plovers,Anarhynchus javanicus,missing,missing,,,
AVONET,Hudsonian Whimbrel,"Sandpipers, Snipes",Numenius hudsonicus,missing,missing,,,
AVONET,Tahiti Sandpiper,"Sandpipers, Snipes",Prosobonia leucoptera,missing,missing,,,
AVONET,Moorea Sandpiper,"Sandpipers, Snipes",Prosobonia ellisi,missing,missing,,,
AVONET,Australian Pratincole,"Coursers, Pratincoles",Glareola isabella,missing,missing,,,
AVONET,Blue-billed White Tern,"Gulls, Terns, Skimmers",Gygis candida,missing,missing,,,
AVONET,Cabot's Tern,"Gulls, Terns, Skimmers",Thalasseus acuflavidus,missing,missing,,,
AVONET,Vega Gull,"Gulls, Terns, Skimmers",Larus vegae,missing,missing,,,
AVONET,Mongolian Gull,"Gulls, Terns, Skimmers",Larus mongolicus,missing,missing,,,
AVONET,Great Auk,Auks,Pinguinus impennis,missing,missing,,,
AVONET,Eastern Rockhopper Penguin,Penguins,Eudyptes filholi,missing,missing,,,
AVONET,New Caledonian Storm Petrel,Austral Storm Petrels,Fregetta lineata,missing,missing,,,
AVONET,St. Helena Petrel,"Petrels, Shearwaters, Diving Petrels",Pterodroma rupinarum,missing,missing,,,
AVONET,Olson's Petrel,"Petrels, Shearwaters, Diving Petrels",Bulweria bifax,missing,missing,,,
AVONET,Cocos Booby,"Gannets, Boobies",Sula brewsteri,missing,missing,,,
AVONET,Spectacled Cormorant,"Cormorants, Shags",Urile perspicillatus,missing,missing,,,
AVONET,Reunion Ibis,"Ibises, Spoonbills",Threskiornis solitarius,missing,missing,,,
AVONET,Stripe-backed Bittern,"Herons, Bitterns",Botaurus involucris,missing,missing,,,
AVONET,Least Bittern,"Herons, Bitterns",Botaurus exilis,missing,missing,,,
AVONET,Black Bittern,"Herons, Bitterns",Botaurus flavicollis,missing,missing,,,
AVONET,Cinnamon Bittern,"Herons, Bitterns",Botaurus cinnamomeus,missing,missing,,,
AVONET,Von Schrenck's Bittern,"Herons, Bitterns",Botaurus eurhythmus,missing,missing,,,
AVONET,Dwarf Bittern,"Herons, Bitterns",Botaurus sturmii,missing,missing,,,
AVONET,Little Bittern,"Herons, Bitterns",Botaurus minutus,missing,missing,,,
AVONET,Yellow Bittern,"Herons, Bitterns",Botaurus sinensis,missing,missing,,,
AVONET,Black-backed Bittern,"Herons, Bitterns",Botaurus dubius,missing,missing,,,
AVONET,New Zealand Bittern,"Herons, Bitterns",Botaurus novaezelandiae,missing,missing,,,
AVONET,Bermuda Night Heron,"Herons, Bitterns",Nyctanassa carcinocatactes,missing,missing,,,
AVONET,Ascension Night Heron,"Herons, Bitterns",Nycticorax olsoni,missing,missing,,,
AVONET,Reunion Night Heron,"Herons, Bitterns",Nycticorax duboisi,missing,missing,,,
AVONET,Mauritius Night Heron,"Herons, Bitterns",Nycticorax mauritianus,missing,missing,,,
AVONET,Rodrigues Night Heron,"Herons, Bitterns",Nycticorax megacephalus,missing,missing,,,
AVONET,Little Heron,"Herons, Bitterns",Butorides atricapilla,missing,missing,,,
AVONET,Lava Heron,"Herons, Bitterns",Butorides sundevalli,missing,missing,,,
AVONET,Western Cattle Egret,"Herons, Bitterns",Ardea ibis,missing,missing,,,
AVONET,Eastern Cattle Egret,"Herons, Bitterns",Ardea coromanda,missing,missing,,,
AVONET,Congo Serpent Eagle,"Kites, Hawks, Eagles",Circaetus spectabilis,missing,missing,,,
AVONET,Crested Goshawk,"Kites, Hawks, Eagles",Lophospiza trivirgata,missing,missing,,,
AVONET,Sulawesi Goshawk,"Kites, Hawks, Eagles",Lophospiza griseiceps,missing,missing,,,
AVONET,Red-thighed Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza erythropus,missing,missing,,,
AVONET,Little Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza minulla,missing,missing,,,
AVONET,Besra,"Kites, Hawks, Eagles",Tachyspiza virgata,missing,missing,,,
AVONET,Dwarf Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza nanus,missing,missing,,,
AVONET,Collared Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza cirrocephala,missing,missing,,,
AVONET,New Britain Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza brachyura,missing,missing,,,
AVONET,Japanese Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza gularis,missing,missing,,,
AVONET,Levant Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza brevipes,missing,missing,,,
AVONET,Shikra,"Kites, Hawks, Eagles",Tachyspiza badia,missing,missing,,,
AVONET,Nicobar Sparrowhawk,"Kites, Hawks, Eagles",Tachyspiza butleri,missing,missing,,,
